station_code,date,rainfall_mm,temperature_c,humidity,wind_speed
GHY,2025-11-24,0.0,-0.7,58.3,5.8
ASR,2025-11-24,0.0,0.5,51.0,7.0
SBC,2025-11-24,0.0,1.8,54.0,12.5
DMM,2025-11-24,0.0,-1.8,55.6,7.6
GTL,2025-11-24,0.0,-0.4,64.7,11.2
SC,2025-11-24,0.0,0.8,55.9,5.9
NDLS,2025-11-25,11.0,0.5,53.7,10.6
CNB,2025-11-25,0.0,2.7,52.8,11.5
PRYJ,2025-11-25,0.0,3.0,48.7,10.3
DDU,2025-11-25,0.0,-0.4,38.8,8.5
BSB,2025-11-25,0.0,0.2,51.8,2.0
GKP,2025-11-25,0.0,0.8,56.0,11.3
HWH,2025-11-25,0.0,-0.5,51.2,12.9
BCT,2025-11-25,0.0,-0.2,67.9,17.8
BRC,2025-11-25,0.0,-0.4,42.5,12.1
RTM,2025-11-25,0.0,1.4,56.2,9.8
KOTA,2025-11-25,0.0,2.8,42.6,9.9
ST,2025-11-25,0.0,3.3,32.3,9.2
GZB,2025-11-25,0.0,2.0,38.4,8.0
ALJN,2025-11-25,24.5,3.0,49.8,13.4
TDL,2025-11-25,34.1,2.6,36.0,11.0
LKO,2025-11-25,0.0,0.9,47.7,17.9
AGC,2025-11-25,0.0,3.2,39.4,21.3
VGLJ,2025-11-25,0.0,2.2,49.3,7.5
BPL,2025-11-25,0.0,2.4,40.9,11.5
NGP,2025-11-25,0.0,2.9,33.2,11.1
MAS,2025-11-25,3.1,0.3,59.6,18.4
PPTA,2025-11-25,0.0,3.2,53.9,17.8
GHY,2025-11-25,0.0,1.5,38.7,2.0
ASR,2025-11-25,0.0,2.2,52.2,9.6
SBC,2025-11-25,0.0,1.4,60.1,7.4
DMM,2025-11-25,0.0,3.3,58.0,9.0
GTL,2025-11-25,0.0,2.2,66.8,10.5
SC,2025-11-25,0.0,1.3,82.0,9.1
NDLS,2025-11-26,0.0,0.1,66.0,15.8
CNB,2025-11-26,0.0,-0.3,30.6,12.7
PRYJ,2025-11-26,0.0,1.7,42.5,8.9
DDU,2025-11-26,0.0,3.3,43.9,14.8
BSB,2025-11-26,0.0,-0.3,49.0,3.3
GKP,2025-11-26,16.6,1.9,37.4,11.2
HWH,2025-11-26,0.0,-0.4,58.1,12.7
BCT,2025-11-26,0.0,0.3,61.7,17.1
BRC,2025-11-26,0.0,0.9,61.6,5.6
RTM,2025-11-26,0.0,3.2,40.4,17.5
KOTA,2025-11-26,0.0,1.1,54.4,15.2
ST,2025-11-26,0.0,1.5,46.1,12.5
GZB,2025-11-26,0.0,2.1,46.0,2.0
ALJN,2025-11-26,0.0,0.8,65.8,5.0
TDL,2025-11-26,0.0,2.0,41.2,9.3
LKO,2025-11-26,22.7,0.2,48.4,7.2
AGC,2025-11-26,0.0,0.4,48.6,10.8
VGLJ,2025-11-26,0.0,-0.1,67.7,6.1
BPL,2025-11-26,0.0,1.6,46.8,11.3
NGP,2025-11-26,0.0,1.5,61.7,4.0
MAS,2025-11-26,0.0,2.8,40.2,16.7
PPTA,2025-11-26,0.0,0.2,32.3,8.6
GHY,2025-11-26,0.0,3.0,41.0,3.9
ASR,2025-11-26,0.0,2.7,39.3,14.3
SBC,2025-11-26,20.5,2.6,30.0,11.3
DMM,2025-11-26,0.0,1.3,35.1,7.3
GTL,2025-11-26,0.0,-0.1,29.4,9.6
SC,2025-11-26,0.0,2.0,56.0,11.9
NDLS,2025-11-27,0.0,3.7,38.5,5.8
CNB,2025-11-27,0.0,2.7,51.0,11.9
PRYJ,2025-11-27,0.0,3.1,56.6,5.7
DDU,2025-11-27,0.0,4.2,65.0,3.5
BSB,2025-11-27,0.0,4.2,57.5,6.4
GKP,2025-11-27,0.0,3.7,62.5,7.3
HWH,2025-11-27,0.0,0.7,83.9,11.1
BCT,2025-11-27,0.0,3.4,68.6,17.2
BRC,2025-11-27,0.0,2.6,51.5,9.2
RTM,2025-11-27,0.0,0.9,67.4,10.0
KOTA,2025-11-27,0.0,3.3,44.0,3.1
ST,2025-11-27,0.0,2.0,56.3,7.4
GZB,2025-11-27,0.0,4.4,62.0,7.9
ALJN,2025-11-27,0.0,3.3,72.3,6.1
TDL,2025-11-27,0.0,2.3,41.6,9.1
LKO,2025-11-27,0.0,2.5,61.0,13.2
AGC,2025-11-27,0.0,3.1,55.0,17.2
VGLJ,2025-11-27,0.0,4.0,53.9,8.5
BPL,2025-11-27,0.0,2.6,57.9,5.2
NGP,2025-11-27,0.0,3.3,65.1,14.8
MAS,2025-11-27,1.3,2.0,74.9,11.6
PPTA,2025-11-27,0.0,2.1,47.0,10.2
GHY,2025-11-27,0.0,1.2,60.4,11.2
ASR,2025-11-27,0.0,0.9,45.0,12.1
SBC,2025-11-27,0.0,2.8,66.5,5.1
DMM,2025-11-27,0.0,1.2,43.9,7.5
GTL,2025-11-27,0.0,1.7,52.9,13.3
SC,2025-11-27,0.0,1.4,66.4,6.7
NDLS,2025-11-28,0.0,6.8,57.0,14.4
CNB,2025-11-28,0.0,3.6,76.8,10.8
PRYJ,2025-11-28,0.0,6.5,57.5,11.6
DDU,2025-11-28,0.0,4.9,51.8,10.5
BSB,2025-11-28,0.0,4.2,35.3,7.7
GKP,2025-11-28,0.0,4.7,60.0,6.4
HWH,2025-11-28,0.0,5.0,63.6,3.2
BCT,2025-11-28,0.0,3.2,63.2,13.3
BRC,2025-11-28,0.0,5.8,77.0,8.6
RTM,2025-11-28,0.0,3.1,55.0,16.1
KOTA,2025-11-28,0.0,4.4,68.8,14.1
ST,2025-11-28,0.0,6.4,58.4,16.0
GZB,2025-11-28,0.0,6.5,81.4,12.4
ALJN,2025-11-28,0.0,5.9,55.5,12.9
TDL,2025-11-28,0.0,5.4,56.8,8.9
LKO,2025-11-28,0.0,5.9,63.7,8.0
AGC,2025-11-28,0.0,3.2,60.8,4.0
VGLJ,2025-11-28,0.0,6.7,72.1,6.9
BPL,2025-11-28,0.0,4.3,41.6,15.3
NGP,2025-11-28,8.1,3.1,57.3,16.3
MAS,2025-11-28,4.6,6.3,51.9,3.8
PPTA,2025-11-28,0.0,3.2,57.6,9.8
GHY,2025-11-28,0.0,5.2,53.4,6.5
ASR,2025-11-28,0.0,6.7,43.6,10.3
SBC,2025-11-28,0.0,2.9,57.3,7.1
DMM,2025-11-28,0.0,6.6,49.1,10.9
GTL,2025-11-28,0.0,5.4,46.0,14.3
SC,2025-11-28,0.0,4.8,60.3,7.1
NDLS,2025-11-29,0.0,5.4,59.8,6.5
CNB,2025-11-29,0.0,4.7,63.2,6.7
PRYJ,2025-11-29,0.0,5.3,53.9,10.6
DDU,2025-11-29,0.0,6.7,70.3,6.9
BSB,2025-11-29,0.0,6.9,46.8,4.2
GKP,2025-11-29,0.0,4.6,73.7,10.1
HWH,2025-11-29,0.0,5.2,65.9,7.7
BCT,2025-11-29,0.0,7.8,50.2,9.8
BRC,2025-11-29,29.0,7.7,33.6,9.4
RTM,2025-11-29,8.7,7.9,40.2,11.0
KOTA,2025-11-29,0.0,5.9,47.3,6.5
ST,2025-11-29,0.0,4.4,62.2,11.8
GZB,2025-11-29,2.5,5.2,40.2,8.5
ALJN,2025-11-29,0.0,6.3,35.6,13.6
TDL,2025-11-29,0.0,5.7,51.4,16.8
LKO,2025-11-29,0.0,7.6,62.1,2.3
AGC,2025-11-29,0.0,4.6,41.6,8.4
VGLJ,2025-11-29,0.0,7.7,77.4,6.2
BPL,2025-11-29,0.0,7.0,56.9,14.2
NGP,2025-11-29,0.0,6.0,68.2,9.4
MAS,2025-11-29,0.0,6.7,44.6,9.9
PPTA,2025-11-29,0.0,4.3,64.8,12.7
GHY,2025-11-29,0.0,5.4,37.0,3.7
ASR,2025-11-29,0.0,5.1,40.2,14.1
SBC,2025-11-29,0.0,8.1,42.4,4.5
DMM,2025-11-29,0.0,4.3,55.9,13.9
GTL,2025-11-29,0.0,6.4,70.8,5.2
SC,2025-11-29,0.0,4.4,76.6,2.6
NDLS,2025-11-30,0.0,7.6,50.0,12.2
CNB,2025-11-30,0.0,5.6,44.1,8.8
PRYJ,2025-11-30,0.0,6.0,50.4,2.0
DDU,2025-11-30,0.0,7.4,38.0,9.7
BSB,2025-11-30,0.0,7.6,47.8,6.5
GKP,2025-11-30,48.4,7.2,57.9,8.5
HWH,2025-11-30,0.0,5.6,52.8,13.9
BCT,2025-11-30,0.0,6.2,62.9,5.5
BRC,2025-11-30,0.0,4.5,72.7,5.7
RTM,2025-11-30,0.0,6.9,61.6,8.2
KOTA,2025-11-30,0.0,7.5,58.9,8.4
ST,2025-11-30,0.0,7.1,42.7,6.6
GZB,2025-11-30,0.0,4.5,37.0,14.4
ALJN,2025-11-30,0.0,5.9,62.6,11.1
TDL,2025-11-30,0.0,4.7,58.4,6.0
LKO,2025-11-30,0.0,6.9,56.5,7.4
AGC,2025-11-30,0.0,4.2,75.4,11.4
VGLJ,2025-11-30,0.0,7.3,47.3,8.5
BPL,2025-11-30,0.0,5.9,54.2,8.2
NGP,2025-11-30,0.0,7.6,44.6,11.7
MAS,2025-11-30,0.0,7.6,63.1,13.6
PPTA,2025-11-30,0.0,6.9,61.7,5.9
GHY,2025-11-30,0.0,4.9,61.7,12.7
ASR,2025-11-30,0.0,5.8,59.5,14.0
SBC,2025-11-30,0.0,4.9,47.8,8.6
DMM,2025-11-30,0.0,5.1,63.8,9.6
GTL,2025-11-30,0.0,4.4,48.8,11.1
SC,2025-11-30,0.0,7.7,68.0,7.2
NDLS,2025-12-01,0.0,2.2,99.0,6.9
CNB,2025-12-01,0.0,2.0,83.5,16.2
PRYJ,2025-12-01,0.0,3.6,84.9,13.9
DDU,2025-12-01,0.0,4.5,70.7,8.1
BSB,2025-12-01,0.0,2.7,86.4,3.8
GKP,2025-12-01,0.0,4.3,72.2,12.9
HWH,2025-12-01,0.0,1.6,82.2,8.0
BCT,2025-12-01,0.0,4.5,80.7,17.2
BRC,2025-12-01,0.0,1.5,94.7,12.5
RTM,2025-12-01,0.0,2.7,83.8,3.7
KOTA,2025-12-01,0.0,3.3,84.9,8.6
ST,2025-12-01,0.0,2.5,67.7,17.6
GZB,2025-12-01,0.0,2.8,94.1,12.0
ALJN,2025-12-01,0.0,2.1,66.9,14.7
TDL,2025-12-01,0.0,3.1,81.3,8.2
LKO,2025-12-01,0.0,1.5,89.0,10.6
AGC,2025-12-01,21.6,4.0,83.3,14.4
VGLJ,2025-12-01,0.0,3.5,94.1,10.3
BPL,2025-12-01,0.0,1.5,99.0,4.2
NGP,2025-12-01,0.0,4.4,79.8,9.5
MAS,2025-12-01,0.0,4.3,84.8,4.3
PPTA,2025-12-01,0.0,4.1,65.6,10.0
GHY,2025-12-01,0.0,5.0,69.1,7.3
ASR,2025-12-01,0.0,4.0,86.2,4.9
SBC,2025-12-01,0.0,2.3,88.3,6.7
DMM,2025-12-01,1.4,2.3,92.4,7.2
GTL,2025-12-01,0.0,3.6,99.0,5.9
SC,2025-12-01,0.0,1.4,85.4,12.1
NDLS,2025-12-02,0.0,-0.0,94.7,15.4
CNB,2025-12-02,0.0,0.3,82.7,12.2
PRYJ,2025-12-02,0.0,-0.2,90.7,6.6
DDU,2025-12-02,0.0,0.4,82.8,5.9
BSB,2025-12-02,0.0,0.7,80.1,9.4
GKP,2025-12-02,0.0,1.6,90.2,8.0
HWH,2025-12-02,0.0,2.0,94.6,4.4
BCT,2025-12-02,0.0,-0.0,80.6,7.6
BRC,2025-12-02,0.0,2.6,94.0,8.7
RTM,2025-12-02,0.0,0.4,79.8,5.0
KOTA,2025-12-02,0.0,0.1,91.2,3.3
ST,2025-12-02,0.0,-0.9,91.6,9.4
GZB,2025-12-02,0.0,0.3,79.4,8.5
ALJN,2025-12-02,0.0,-0.9,81.7,8.6
TDL,2025-12-02,8.2,1.9,86.3,2.0
LKO,2025-12-02,0.0,1.1,95.4,6.4
AGC,2025-12-02,0.0,2.3,91.9,2.0
VGLJ,2025-12-02,0.0,0.3,92.0,20.0
BPL,2025-12-02,0.0,-0.4,89.0,15.3
NGP,2025-12-02,0.0,-0.8,94.6,12.7
MAS,2025-12-02,0.0,1.3,95.0,14.7
PPTA,2025-12-02,0.0,-1.1,97.3,5.2
GHY,2025-12-02,0.0,-0.3,95.7,9.0
ASR,2025-12-02,0.0,-0.2,97.7,12.0
SBC,2025-12-02,0.0,-0.8,72.8,15.7
DMM,2025-12-02,0.0,1.3,77.4,8.8
GTL,2025-12-02,0.0,-0.9,99.0,10.6
SC,2025-12-02,0.0,0.9,81.5,9.7
NDLS,2025-12-03,0.0,1.5,81.3,13.2
CNB,2025-12-03,0.0,2.5,81.6,9.8
PRYJ,2025-12-03,0.0,0.4,90.8,11.8
DDU,2025-12-03,0.0,2.6,78.1,13.3
BSB,2025-12-03,0.0,3.0,79.8,5.9
GKP,2025-12-03,0.0,1.8,67.5,9.3
HWH,2025-12-03,0.0,0.2,69.2,6.7
BCT,2025-12-03,0.0,3.6,84.8,14.6
BRC,2025-12-03,0.0,0.6,82.2,4.4
RTM,2025-12-03,0.0,0.4,83.9,14.4
KOTA,2025-12-03,0.0,3.1,82.0,15.4
ST,2025-12-03,0.0,3.3,84.8,12.8
GZB,2025-12-03,0.0,2.0,87.2,15.2
ALJN,2025-12-03,0.0,0.8,99.0,8.1
TDL,2025-12-03,19.1,3.4,71.2,10.9
LKO,2025-12-03,0.0,1.4,78.5,10.2
AGC,2025-12-03,0.0,0.8,81.3,8.0
VGLJ,2025-12-03,0.0,1.9,81.9,16.2
BPL,2025-12-03,0.0,3.3,64.7,5.0
NGP,2025-12-03,0.0,3.1,73.6,8.4
MAS,2025-12-03,0.0,1.0,90.2,2.0
PPTA,2025-12-03,0.0,0.8,80.5,12.6
GHY,2025-12-03,0.0,2.1,94.7,3.2
ASR,2025-12-03,0.0,0.5,94.2,12.7
SBC,2025-12-03,0.0,2.9,96.3,9.4
DMM,2025-12-03,0.0,3.9,86.4,12.8
GTL,2025-12-03,0.0,2.3,85.6,3.5
SC,2025-12-03,0.0,1.6,74.1,9.4
NDLS,2025-12-04,0.0,-0.1,99.0,11.6
CNB,2025-12-04,0.0,0.3,76.8,7.0
PRYJ,2025-12-04,0.0,-0.2,77.9,8.6
DDU,2025-12-04,0.0,3.7,82.2,8.6
BSB,2025-12-04,19.8,2.1,81.0,9.8
GKP,2025-12-04,0.0,2.3,76.5,7.3
HWH,2025-12-04,0.0,2.3,90.5,6.3
BCT,2025-12-04,0.0,2.0,87.6,8.6
BRC,2025-12-04,11.9,2.4,91.5,9.7
RTM,2025-12-04,0.0,0.3,89.7,9.5
KOTA,2025-12-04,0.0,1.0,82.2,11.9
ST,2025-12-04,0.0,2.9,80.9,3.6
GZB,2025-12-04,0.0,1.8,80.5,3.1
ALJN,2025-12-04,0.0,0.4,80.0,11.0
TDL,2025-12-04,0.0,2.3,86.4,9.7
LKO,2025-12-04,0.0,3.4,82.3,10.7
AGC,2025-12-04,0.0,1.8,89.8,8.0
VGLJ,2025-12-04,0.0,0.3,72.5,10.8
BPL,2025-12-04,0.0,1.0,73.9,6.1
NGP,2025-12-04,0.0,3.6,92.7,10.7
MAS,2025-12-04,0.0,0.9,98.1,13.7
PPTA,2025-12-04,0.0,2.5,84.2,13.2
GHY,2025-12-04,0.0,3.1,73.4,9.0
ASR,2025-12-04,0.0,1.4,84.5,8.4
SBC,2025-12-04,0.0,2.8,92.3,11.0
DMM,2025-12-04,0.0,-0.2,87.1,15.8
GTL,2025-12-04,0.0,1.0,84.2,14.0
SC,2025-12-04,0.0,3.2,95.3,12.4
NDLS,2025-12-05,0.0,3.9,99.0,10.3
CNB,2025-12-05,0.0,2.7,87.5,7.2
PRYJ,2025-12-05,0.0,2.9,80.3,10.8
DDU,2025-12-05,0.0,3.6,81.2,11.5
BSB,2025-12-05,0.0,4.8,84.6,14.1
GKP,2025-12-05,0.0,3.4,83.8,13.7
HWH,2025-12-05,0.0,2.3,69.9,6.8
BCT,2025-12-05,0.0,2.3,87.0,8.0
BRC,2025-12-05,0.0,1.9,84.1,9.3
RTM,2025-12-05,0.0,4.3,83.0,4.0
KOTA,2025-12-05,0.0,3.1,85.8,16.4
ST,2025-12-05,0.0,3.9,85.0,10.0
GZB,2025-12-05,0.0,4.9,99.0,19.9
ALJN,2025-12-05,0.0,2.6,75.5,17.2
TDL,2025-12-05,0.0,4.1,83.3,5.2
LKO,2025-12-05,0.0,2.9,92.3,4.8
AGC,2025-12-05,0.0,4.8,82.5,8.5
VGLJ,2025-12-05,0.0,5.0,85.1,4.7
BPL,2025-12-05,9.3,4.6,91.8,8.3
NGP,2025-12-05,0.0,2.4,74.0,12.7
MAS,2025-12-05,0.0,1.4,93.9,7.6
PPTA,2025-12-05,0.0,4.4,99.0,16.3
GHY,2025-12-05,0.0,4.6,75.5,6.4
ASR,2025-12-05,0.0,3.4,76.4,9.5
SBC,2025-12-05,0.0,4.1,81.2,4.8
DMM,2025-12-05,0.0,2.2,76.6,2.0
GTL,2025-12-05,0.0,3.4,65.4,4.1
SC,2025-12-05,0.0,1.4,99.0,17.3
NDLS,2025-12-06,0.0,3.2,92.5,7.6
CNB,2025-12-06,0.0,4.2,70.0,10.0
PRYJ,2025-12-06,0.0,0.6,89.4,7.0
DDU,2025-12-06,0.0,2.5,88.9,5.3
BSB,2025-12-06,0.0,1.8,79.2,9.0
GKP,2025-12-06,0.0,1.3,99.0,6.6
HWH,2025-12-06,7.3,1.5,89.4,10.4
BCT,2025-12-06,0.0,2.8,92.4,10.5
BRC,2025-12-06,0.0,3.7,77.1,6.5
RTM,2025-12-06,0.0,2.4,77.4,10.0
KOTA,2025-12-06,0.0,3.3,94.7,5.0
ST,2025-12-06,0.0,2.1,85.9,14.8
GZB,2025-12-06,0.0,3.2,65.2,9.8
ALJN,2025-12-06,0.0,3.4,94.9,8.8
TDL,2025-12-06,0.0,3.3,79.0,5.2
LKO,2025-12-06,0.0,1.5,76.4,13.4
AGC,2025-12-06,0.0,2.2,84.5,10.8
VGLJ,2025-12-06,8.9,0.7,70.2,17.2
BPL,2025-12-06,7.3,2.1,73.1,10.1
NGP,2025-12-06,0.0,0.8,87.3,6.6
MAS,2025-12-06,0.0,1.2,80.9,12.2
PPTA,2025-12-06,0.0,1.7,81.0,10.0
GHY,2025-12-06,0.0,3.1,90.7,12.4
ASR,2025-12-06,0.0,0.9,79.7,7.2
SBC,2025-12-06,0.0,1.5,90.9,9.5
DMM,2025-12-06,0.0,0.9,92.3,7.1
GTL,2025-12-06,0.0,1.8,80.7,13.2
SC,2025-12-06,0.0,3.0,80.0,2.0
NDLS,2025-12-07,11.0,6.8,89.3,7.1
CNB,2025-12-07,0.0,5.6,85.2,5.5
PRYJ,2025-12-07,0.0,4.4,77.2,13.4
DDU,2025-12-07,0.0,5.8,93.8,11.9
BSB,2025-12-07,0.0,5.6,80.7,4.8
GKP,2025-12-07,0.0,7.3,98.0,13.8
HWH,2025-12-07,0.0,6.2,66.6,13.6
BCT,2025-12-07,0.0,4.2,81.3,12.8
BRC,2025-12-07,0.0,6.5,70.4,7.3
RTM,2025-12-07,0.0,5.3,85.9,17.2
KOTA,2025-12-07,7.0,7.7,92.7,10.6
ST,2025-12-07,0.0,4.1,80.7,12.4
GZB,2025-12-07,13.2,7.4,87.0,12.1
ALJN,2025-12-07,25.3,5.6,80.2,9.9
TDL,2025-12-07,0.0,6.7,82.1,8.5
LKO,2025-12-07,0.0,4.1,86.1,19.5
AGC,2025-12-07,0.0,7.2,77.8,16.8
VGLJ,2025-12-07,0.0,6.2,91.5,9.1
BPL,2025-12-07,0.0,4.4,73.7,4.1
NGP,2025-12-07,0.0,4.7,80.0,9.8
MAS,2025-12-07,0.0,5.2,96.1,13.8
PPTA,2025-12-07,0.0,6.7,82.2,8.0
GHY,2025-12-07,0.0,7.2,82.2,10.0
ASR,2025-12-07,0.0,4.5,77.5,10.6
SBC,2025-12-07,0.0,7.7,85.5,10.3
DMM,2025-12-07,0.0,6.9,99.0,15.4
GTL,2025-12-07,0.0,6.4,89.4,11.3
SC,2025-12-07,6.6,4.8,97.9,10.2
NDLS,2025-12-08,0.0,10.1,79.4,10.1
CNB,2025-12-08,0.0,10.7,88.1,5.5
PRYJ,2025-12-08,0.0,10.7,71.4,7.9
DDU,2025-12-08,0.0,9.0,99.0,14.9
BSB,2025-12-08,0.0,8.6,69.3,6.3
GKP,2025-12-08,0.0,10.1,92.7,8.3
HWH,2025-12-08,0.0,11.4,89.6,3.9
BCT,2025-12-08,0.0,9.4,85.1,9.6
BRC,2025-12-08,0.0,9.6,94.7,11.6
RTM,2025-12-08,0.0,10.7,86.4,3.1
KOTA,2025-12-08,8.1,10.1,94.8,16.9
ST,2025-12-08,0.0,11.2,69.5,12.7
GZB,2025-12-08,0.0,8.6,65.7,12.4
ALJN,2025-12-08,0.0,11.2,96.8,6.9
TDL,2025-12-08,0.0,10.9,82.4,10.1
LKO,2025-12-08,0.0,11.1,69.9,12.1
AGC,2025-12-08,0.0,9.1,66.3,9.1
VGLJ,2025-12-08,0.0,10.3,99.0,10.8
BPL,2025-12-08,0.0,10.0,72.2,5.9
NGP,2025-12-08,0.0,10.6,68.4,12.5
MAS,2025-12-08,0.5,9.8,82.8,9.5
PPTA,2025-12-08,0.0,8.7,86.0,8.8
GHY,2025-12-08,0.0,9.4,65.7,9.4
ASR,2025-12-08,0.0,10.4,75.2,10.7
SBC,2025-12-08,0.0,12.3,98.1,6.2
DMM,2025-12-08,0.0,9.7,99.0,8.5
GTL,2025-12-08,0.0,8.7,76.6,12.7
SC,2025-12-08,0.0,8.9,80.2,9.8
NDLS,2025-12-09,0.0,10.4,85.2,12.5
CNB,2025-12-09,0.0,12.1,84.3,9.3
PRYJ,2025-12-09,0.0,11.2,81.1,12.1
DDU,2025-12-09,0.0,9.7,79.7,15.4
BSB,2025-12-09,0.0,10.9,85.3,3.3
GKP,2025-12-09,0.0,9.0,88.1,11.9
HWH,2025-12-09,0.0,10.5,98.7,7.0
BCT,2025-12-09,0.0,12.0,76.2,12.6
BRC,2025-12-09,0.0,10.2,96.7,6.9
RTM,2025-12-09,0.0,10.2,87.7,9.8
KOTA,2025-12-09,0.0,9.8,77.6,9.5
ST,2025-12-09,0.0,10.8,95.9,10.2
GZB,2025-12-09,27.6,10.0,96.9,2.4
ALJN,2025-12-09,0.0,12.0,78.0,11.7
TDL,2025-12-09,0.0,10.0,79.3,12.5
LKO,2025-12-09,0.0,11.7,99.0,17.0
AGC,2025-12-09,0.0,10.7,99.0,7.7
VGLJ,2025-12-09,0.0,12.8,99.0,8.3
BPL,2025-12-09,0.0,12.4,84.1,12.0
NGP,2025-12-09,0.0,11.3,86.4,16.7
MAS,2025-12-09,0.0,9.9,99.0,12.6
PPTA,2025-12-09,0.0,10.1,71.2,16.8
GHY,2025-12-09,0.0,9.6,99.0,10.3
ASR,2025-12-09,0.0,10.5,68.8,3.4
SBC,2025-12-09,0.0,11.0,73.8,10.0
DMM,2025-12-09,0.0,10.8,99.0,14.3
GTL,2025-12-09,0.0,10.5,97.6,12.6
SC,2025-12-09,0.0,10.3,88.2,11.2
NDLS,2025-12-10,0.0,8.8,75.0,6.3
CNB,2025-12-10,0.8,11.5,76.5,7.4
PRYJ,2025-12-10,0.0,9.0,83.8,10.1
DDU,2025-12-10,0.0,9.8,88.4,7.1
BSB,2025-12-10,0.0,10.9,92.2,17.3
GKP,2025-12-10,0.0,11.8,79.2,19.8
HWH,2025-12-10,7.0,11.8,95.2,12.6
BCT,2025-12-10,0.0,10.4,81.8,9.7
BRC,2025-12-10,0.0,9.4,93.7,19.7
RTM,2025-12-10,0.0,9.1,83.4,12.8
KOTA,2025-12-10,0.0,11.6,83.3,16.9
ST,2025-12-10,0.0,8.6,99.0,8.7
GZB,2025-12-10,1.1,9.5,99.0,9.8
ALJN,2025-12-10,0.0,9.4,95.8,14.2
TDL,2025-12-10,0.0,10.0,55.5,7.4
LKO,2025-12-10,0.0,8.9,86.2,8.3
AGC,2025-12-10,0.0,9.1,77.8,14.5
VGLJ,2025-12-10,0.0,9.0,80.4,11.4
BPL,2025-12-10,0.0,9.9,95.2,15.7
NGP,2025-12-10,3.5,11.3,77.7,8.2
MAS,2025-12-10,0.0,9.2,99.0,11.1
PPTA,2025-12-10,0.0,9.6,72.5,6.1
GHY,2025-12-10,0.8,10.2,91.4,9.5
ASR,2025-12-10,18.7,11.0,92.0,15.9
SBC,2025-12-10,0.0,11.3,85.7,3.9
DMM,2025-12-10,0.0,10.3,91.2,10.4
GTL,2025-12-10,0.0,11.7,82.3,8.1
SC,2025-12-10,0.0,10.0,99.0,10.1
NDLS,2025-12-11,0.0,6.9,77.6,12.1
CNB,2025-12-11,0.0,7.7,98.2,6.2
PRYJ,2025-12-11,0.0,7.8,99.0,4.9
DDU,2025-12-11,0.0,9.2,87.7,13.6
BSB,2025-12-11,0.0,8.0,78.8,5.6
GKP,2025-12-11,0.0,9.6,81.6,16.1
HWH,2025-12-11,0.0,9.2,90.6,5.1
BCT,2025-12-11,0.0,10.2,99.0,8.2
BRC,2025-12-11,0.0,8.5,88.7,13.6
RTM,2025-12-11,4.3,9.8,82.5,11.3
KOTA,2025-12-11,0.0,6.6,81.8,11.3
ST,2025-12-11,0.0,9.7,97.8,10.3
GZB,2025-12-11,0.0,8.0,85.4,2.7
ALJN,2025-12-11,0.0,8.5,88.8,15.5
TDL,2025-12-11,0.0,9.5,83.9,9.3
LKO,2025-12-11,0.0,9.1,81.2,12.8
AGC,2025-12-11,0.0,6.4,66.2,14.7
VGLJ,2025-12-11,0.0,8.5,82.7,11.6
BPL,2025-12-11,0.0,8.2,92.8,6.4
NGP,2025-12-11,0.1,7.8,76.0,2.0
MAS,2025-12-11,0.0,6.4,90.1,2.9
PPTA,2025-12-11,0.0,7.5,70.8,8.0
GHY,2025-12-11,0.0,8.5,72.7,10.1
ASR,2025-12-11,0.0,9.0,84.2,6.0
SBC,2025-12-11,0.0,6.6,87.0,3.1
DMM,2025-12-11,0.0,8.4,99.0,15.2
GTL,2025-12-11,0.0,7.9,77.7,13.8
SC,2025-12-11,0.0,9.7,89.0,11.6
NDLS,2025-12-12,0.0,3.2,74.8,5.8
CNB,2025-12-12,0.0,3.6,76.8,12.2
PRYJ,2025-12-12,0.0,2.8,80.3,2.0
DDU,2025-12-12,0.0,2.6,75.3,14.7
BSB,2025-12-12,0.0,3.7,74.9,11.4
GKP,2025-12-12,0.0,3.2,78.1,4.4
HWH,2025-12-12,0.0,5.9,97.9,5.6
BCT,2025-12-12,0.0,2.5,98.7,9.8
BRC,2025-12-12,0.0,6.2,85.3,13.6
RTM,2025-12-12,0.0,3.8,92.0,11.4
KOTA,2025-12-12,0.0,3.2,81.4,12.5
ST,2025-12-12,3.4,2.8,97.3,11.8
GZB,2025-12-12,0.0,6.0,82.4,6.9
ALJN,2025-12-12,4.3,4.4,89.9,5.7
TDL,2025-12-12,0.0,4.3,90.6,9.6
LKO,2025-12-12,0.0,3.3,89.0,16.6
AGC,2025-12-12,0.0,6.1,76.3,9.7
VGLJ,2025-12-12,0.0,4.8,86.6,5.1
BPL,2025-12-12,12.0,4.5,73.2,11.9
NGP,2025-12-12,0.0,4.3,61.2,12.7
MAS,2025-12-12,0.0,3.7,86.8,11.8
PPTA,2025-12-12,0.0,2.7,95.2,8.4
GHY,2025-12-12,0.0,4.1,97.6,12.5
ASR,2025-12-12,0.0,2.5,79.7,5.7
SBC,2025-12-12,0.0,3.8,77.6,8.8
DMM,2025-12-12,6.4,3.0,98.9,15.3
GTL,2025-12-12,7.0,5.7,92.4,16.7
SC,2025-12-12,11.7,5.7,62.4,12.5
NDLS,2025-12-13,0.0,5.1,84.9,14.0
CNB,2025-12-13,0.0,7.0,83.6,7.9
